(epoch: 1, iters: 10240, time: 0.001, data: 0.069) G_L2: 0.04758 G_reward: 1.62500 
(epoch: 1, iters: 20480, time: 0.001, data: 0.057) G_L2: 0.03257 G_reward: 1.19531 
(epoch: 1, iters: 30720, time: 0.001, data: 0.052) G_L2: 0.02856 G_reward: 1.17188 
(epoch: 1, iters: 40960, time: 0.001, data: 0.055) G_L2: 0.02659 G_reward: 1.04688 
(epoch: 2, iters: 1280, time: 0.001, data: 0.052) G_L2: 0.02384 G_reward: 0.89844 
(epoch: 2, iters: 11520, time: 0.001, data: 0.054) G_L2: 0.01924 G_reward: 0.87500 
(epoch: 2, iters: 21760, time: 0.001, data: 0.050) G_L2: 0.02372 G_reward: 1.07812 
(epoch: 2, iters: 32000, time: 0.001, data: 0.058) G_L2: 0.02293 G_reward: 1.21094 
(epoch: 2, iters: 42240, time: 0.001, data: 0.052) G_L2: 0.01864 G_reward: 1.15625 
(epoch: 3, iters: 2560, time: 0.001, data: 0.053) G_L2: 0.01721 G_reward: 1.19531 
(epoch: 3, iters: 12800, time: 0.001, data: 0.051) G_L2: 0.01928 G_reward: 1.08594 
(epoch: 3, iters: 23040, time: 0.001, data: 0.059) G_L2: 0.01868 G_reward: 1.20312 
(epoch: 3, iters: 33280, time: 0.001, data: 0.051) G_L2: 0.01581 G_reward: 1.26562 
(epoch: 3, iters: 43520, time: 0.001, data: 0.057) G_L2: 0.01637 G_reward: 1.21875 
(epoch: 4, iters: 3840, time: 0.001, data: 0.052) G_L2: 0.01777 G_reward: 1.03125 
(epoch: 4, iters: 14080, time: 0.001, data: 0.059) G_L2: 0.01632 G_reward: 1.27344 
(epoch: 4, iters: 24320, time: 0.001, data: 0.051) G_L2: 0.01540 G_reward: 1.38281 
(epoch: 4, iters: 34560, time: 0.001, data: 0.057) G_L2: 0.01665 G_reward: 1.35156 
(epoch: 4, iters: 44800, time: 0.001, data: 0.050) G_L2: 0.01476 G_reward: 1.39062 
(epoch: 5, iters: 5120, time: 0.001, data: 0.051) G_L2: 0.01473 G_reward: 1.36719 
(epoch: 5, iters: 15360, time: 0.001, data: 0.051) G_L2: 0.01564 G_reward: 1.40625 
(epoch: 5, iters: 25600, time: 0.001, data: 0.054) G_L2: 0.01448 G_reward: 1.48438 
(epoch: 5, iters: 35840, time: 0.001, data: 0.050) G_L2: 0.01473 G_reward: 1.30469 
(epoch: 5, iters: 46080, time: 0.001, data: 0.053) G_L2: 0.01327 G_reward: 1.21875 
(epoch: 6, iters: 6400, time: 0.001, data: 0.051) G_L2: 0.01303 G_reward: 1.25781 
(epoch: 6, iters: 16640, time: 0.001, data: 0.057) G_L2: 0.01437 G_reward: 1.59375 
(epoch: 6, iters: 26880, time: 0.001, data: 0.052) G_L2: 0.01478 G_reward: 1.44531 
(epoch: 6, iters: 37120, time: 0.001, data: 0.053) G_L2: 0.01667 G_reward: 1.24219 
(epoch: 6, iters: 47360, time: 0.001, data: 0.052) G_L2: 0.01184 G_reward: 1.36719 
(epoch: 7, iters: 7680, time: 0.001, data: 0.056) G_L2: 0.01257 G_reward: 1.46094 
(epoch: 7, iters: 17920, time: 0.001, data: 0.050) G_L2: 0.01218 G_reward: 1.33594 
(epoch: 7, iters: 28160, time: 0.001, data: 0.056) G_L2: 0.01632 G_reward: 1.44531 
(epoch: 7, iters: 38400, time: 0.001, data: 0.055) G_L2: 0.01340 G_reward: 1.41406 
(epoch: 7, iters: 48640, time: 0.001, data: 0.058) G_L2: 0.01149 G_reward: 1.51562 
(epoch: 8, iters: 8960, time: 0.001, data: 0.052) G_L2: 0.01258 G_reward: 1.39844 
(epoch: 8, iters: 19200, time: 0.001, data: 0.055) G_L2: 0.01230 G_reward: 1.38281 
(epoch: 8, iters: 29440, time: 0.001, data: 0.051) G_L2: 0.01426 G_reward: 1.38281 
(epoch: 8, iters: 39680, time: 0.001, data: 0.056) G_L2: 0.01187 G_reward: 1.45312 
(epoch: 8, iters: 49920, time: 0.001, data: 0.050) G_L2: 0.01218 G_reward: 1.43750 
(epoch: 9, iters: 10240, time: 0.001, data: 0.057) G_L2: 0.01268 G_reward: 1.40625 
(epoch: 9, iters: 20480, time: 0.001, data: 0.051) G_L2: 0.01380 G_reward: 1.40625 
(epoch: 9, iters: 30720, time: 0.001, data: 0.062) G_L2: 0.01182 G_reward: 1.54688 
(epoch: 9, iters: 40960, time: 0.001, data: 0.061) G_L2: 0.01270 G_reward: 1.48438 
(epoch: 10, iters: 1280, time: 0.001, data: 0.055) G_L2: 0.01154 G_reward: 1.37500 
(epoch: 10, iters: 11520, time: 0.001, data: 0.050) G_L2: 0.01111 G_reward: 1.44531 
(epoch: 10, iters: 21760, time: 0.001, data: 0.054) G_L2: 0.01007 G_reward: 1.36719 
